time_s,accel_x_g,accel_y_g,accel_z_g,light_norm,temp_1_c,temp_2_c
0.780000000,-0.0348995,0.0871026,0.9955878,0.0350350,36.4006082,36.4006082
0.790000000,-0.0348995,0.0871026,0.9955878,0.0350355,36.4006160,36.4006160
0.800000000,-0.0348995,0.0871026,0.9955878,0.0350359,36.4006238,36.4006238
0.810000000,-0.0348995,0.0871026,0.9955878,0.0350364,36.4006316,36.4006316
0.820000000,-0.0348995,0.0871026,0.9955878,0.0350368,36.4006394,36.4006394
0.830000000,-0.0348995,0.0871026,0.9955878,0.0350372,36.4006472,36.4006472
0.840000000,-0.0348995,0.0871026,0.9955878,0.0350377,36.4006550,36.4006550
0.850000000,-0.0348995,0.0871026,0.9955878,0.0350381,36.4006628,36.4006628
0.860000000,-0.0348995,0.0871026,0.9955878,0.0350386,36.4006706,36.4006706
0.870000000,-0.0348995,0.0871026,0.9955878,0.0350390,36.4006784,36.4006784
0.880000000,-0.0348995,0.0871026,0.9955878,0.0350395,36.4006862,36.4006862
0.890000000,-0.0348995,0.0871026,0.9955878,0.0350399,36.4006940,36.4006940
0.900000000,-0.0348995,0.0871026,0.9955878,0.0350404,36.4007018,36.4007018
0.910000000,-0.0348995,0.0871026,0.9955878,0.0350408,36.4007096,36.4007096
0.920000000,-0.0348995,0.0871026,0.9955878,0.0350413,36.4007174,36.4007174
0.930000000,-0.0348995,0.0871026,0.9955878,0.0350417,36.4007252,36.4007252
0.940000000,-0.0348995,0.0871026,0.9955878,0.0350422,36.4007330,36.4007330
0.950000000,-0.0348995,0.0871026,0.9955878,0.0350426,36.4007408,36.4007408
0.960000000,-0.0348995,0.0871026,0.9955878,0.0350431,36.4007486,36.4007486
0.970000000,-0.0348995,0.0871026,0.9955878,0.0350435,36.4007563,36.4007563
0.980000000,-0.0348995,0.0871026,0.9955878,0.0350440,36.4007641,36.4007641
0.990000000,-0.0348995,0.0871026,0.9955878,0.0350444,36.4007719,36.4007719
1.000000000,-0.0348995,0.0871026,0.9955878,0.0350449,36.4007797,36.4007797
1.010000000,-0.0348995,0.0871026,0.9955878,0.0350453,36.4007875,36.4007875
1.020000000,-0.0348995,0.0871026,0.9955878,0.0350458,36.4007953,36.4007953
1.030000000,-0.0348995,0.0871026,0.9955878,0.0350462,36.4008031,36.4008031
1.040000000,-0.0348995,0.0871026,0.9955878,0.0350467,36.4008109,36.4008109
1.050000000,-0.0348995,0.0871026,0.9955878,0.0350471,36.4008187,36.4008187
1.060000000,-0.0348995,0.0871026,0.9955878,0.0350476,36.4008265,36.4008265
1.070000000,-0.0348995,0.0871026,0.9955878,0.0350480,36.4008343,36.4008343
1.080000000,-0.0348995,0.0871026,0.9955878,0.0350485,36.4008421,36.4008421
1.090000000,-0.0348995,0.0871026,0.9955878,0.0350489,36.4008499,36.4008499
1.100000000,-0.0348995,0.0871026,0.9955878,0.0350494,36.4008577,36.4008577
1.110000000,-0.0348995,0.0871026,0.9955878,0.0350498,36.4008655,36.4008655
1.120000000,-0.0348995,0.0871026,0.9955878,0.0350503,36.4008733,36.4008733
1.130000000,-0.0348995,0.0871026,0.9955878,0.0350507,36.4008811,36.4008811
1.140000000,-0.0348995,0.0871026,0.9955878,0.0350512,36.4008889,36.4008889
1.150000000,-0.0348995,0.0871026,0.9955878,0.0350516,36.4008967,36.4008967
1.160000000,-0.0348995,0.0871026,0.9955878,0.0350521,36.4009045,36.4009045
1.170000000,-0.0348995,0.0871026,0.9955878,0.0350525,36.4009123,36.4009123
1.180000000,-0.0348995,0.0871026,0.9955878,0.0350530,36.4009201,36.4009201
1.190000000,-0.0348995,0.0871026,0.9955878,0.0350534,36.4009279,36.4009279
1.200000000,-0.0348995,0.0871026,0.9955878,0.0350539,36.4009357,36.4009357
1.210000000,-0.0348995,0.0871026,0.9955878,0.0350543,36.4009435,36.4009435
1.220000000,-0.0348995,0.0871026,0.9955878,0.0350548,36.4009513,36.4009513
1.230000000,-0.0348995,0.0871026,0.9955878,0.0350552,36.4009591,36.4009591
1.240000000,-0.0348995,0.0871026,0.9955878,0.0350556,36.4009669,36.4009669
1.250000000,-0.0348995,0.0871026,0.9955878,0.0350561,36.4009747,36.4009747
1.260000000,-0.0348995,0.0871026,0.9955878,0.0350565,36.4009825,36.4009825
1.270000000,-0.0348995,0.0871026,0.9955878,0.0350570,36.4009903,36.4009903
1.280000000,-0.0348995,0.0871026,0.9955878,0.0350574,36.4009981,36.4009981
1.290000000,-0.0348995,0.0871026,0.9955878,0.0350579,36.4010058,36.4010058
1.300000000,-0.0348995,0.0871026,0.9955878,0.0350583,36.4010136,36.4010136
1.310000000,-0.0348995,0.0871026,0.9955878,0.0350588,36.4010214,36.4010214
1.320000000,-0.0348995,0.0871026,0.9955878,0.0350592,36.4010292,36.4010292
1.330000000,-0.0348995,0.0871026,0.9955878,0.0350597,36.4010370,36.4010370
1.340000000,-0.0348995,0.0871026,0.9955878,0.0350601,36.4010448,36.4010448
1.350000000,-0.0348995,0.0871026,0.9955878,0.0350606,36.4010526,36.4010526
1.360000000,-0.0348995,0.0871026,0.9955878,0.0350610,36.4010604,36.4010604
1.370000000,-0.0348995,0.0871026,0.9955878,0.0350615,36.4010682,36.4010682
1.380000000,-0.0348995,0.0871026,0.9955878,0.0350619,36.4010760,36.4010760
1.390000000,-0.0348995,0.0871026,0.9955878,0.0350624,36.4010838,36.4010838
1.400000000,-0.0348995,0.0871026,0.9955878,0.0350628,36.4010916,36.4010916
1.410000000,-0.0348995,0.0871026,0.9955878,0.0350633,36.4010994,36.4010994
1.420000000,-0.0348995,0.0871026,0.9955878,0.0350637,36.4011072,36.4011072
1.430000000,-0.0348995,0.0871026,0.9955878,0.0350642,36.4011150,36.4011150
1.440000000,-0.0348995,0.0871026,0.9955878,0.0350646,36.4011228,36.4011228
1.450000000,-0.0348995,0.0871026,0.9955878,0.0350651,36.4011306,36.4011306
1.460000000,-0.0348995,0.0871026,0.9955878,0.0350655,36.4011384,36.4011384
1.470000000,-0.0348995,0.0871026,0.9955878,0.0350660,36.4011462,36.4011462
1.480000000,-0.0348995,0.0871026,0.9955878,0.0350664,36.4011540,36.4011540
1.490000000,-0.0348995,0.0871026,0.9955878,0.0350669,36.4011618,36.4011618
1.500000000,-0.0348995,0.0871026,0.9955878,0.0350673,36.4011696,36.4011696
1.510000000,-0.0348995,0.0871026,0.9955878,0.0350678,36.4011774,36.4011774
1.520000000,-0.0348995,0.0871026,0.9955878,0.0350682,36.4011852,36.4011852
1.530000000,-0.0348995,0.0871026,0.9955878,0.0350687,36.4011930,36.4011930
1.540000000,-0.0348995,0.0871026,0.9955878,0.0350691,36.4012008,36.4012008
1.550000000,-0.0348995,0.0871026,0.9955878,0.0350696,36.4012086,36.4012086
1.560000000,-0.0348995,0.0871026,0.9955878,0.0350700,36.4012164,36.4012164
1.570000000,-0.0348995,0.0871026,0.9955878,0.0350705,36.4012242,36.4012242
1.580000000,-0.0348995,0.0871026,0.9955878,0.0350709,36.4012319,36.4012319
1.590000000,-0.0348995,0.0871026,0.9955878,0.0350714,36.4012397,36.4012397
1.600000000,-0.0348995,0.0871026,0.9955878,0.0350718,36.4012475,36.4012475
1.610000000,-0.0348995,0.0871026,0.9955878,0.0350722,36.4012553,36.4012553
1.620000000,-0.0348995,0.0871026,0.9955878,0.0350727,36.4012631,36.4012631
1.630000000,-0.0348995,0.0871026,0.9955878,0.0350731,36.4012709,36.4012709
1.640000000,-0.0348995,0.0871026,0.9955878,0.0350736,36.4012787,36.4012787
1.650000000,-0.0348995,0.0871026,0.9955878,0.0350740,36.4012865,36.4012865
1.660000000,-0.0348995,0.0871026,0.9955878,0.0350745,36.4012943,36.4012943
1.670000000,-0.0348995,0.0871026,0.9955878,0.0350749,36.4013021,36.4013021
1.680000000,-0.0348995,0.0871026,0.9955878,0.0350754,36.4013099,36.4013099
1.690000000,-0.0348995,0.0871026,0.9955878,0.0350758,36.4013177,36.4013177
1.700000000,-0.0348995,0.0871026,0.9955878,0.0350763,36.4013255,36.4013255
1.710000000,-0.0348995,0.0871026,0.9955878,0.0350767,36.4013333,36.4013333
1.720000000,-0.0348995,0.0871026,0.9955878,0.0350772,36.4013411,36.4013411
1.730000000,-0.0348995,0.0871026,0.9955878,0.0350776,36.4013489,36.4013489
1.740000000,-0.0348995,0.0871026,0.9955878,0.0350781,36.4013567,36.4013567
1.750000000,-0.0348995,0.0871026,0.9955878,0.0350785,36.4013645,36.4013645
1.760000000,-0.0348995,0.0871026,0.9955878,0.0350790,36.4013723,36.4013723
1.770000000,-0.0348995,0.0871026,0.9955878,0.0350794,36.4013801,36.4013801
1.780000000,-0.0348995,0.0871026,0.9955878,0.0350799,36.4013879,36.4013879
1.790000000,-0.0348995,0.0871026,0.9955878,0.0350803,36.4013957,36.4013957
1.800000000,-0.0348995,0.0871026,0.9955878,0.0350808,36.4014035,36.4014035
1.810000000,-0.0348995,0.0871026,0.9955878,0.0350812,36.4014113,36.4014113
1.820000000,-0.0348995,0.0871026,0.9955878,0.0350817,36.4014191,36.4014191
1.830000000,-0.0348995,0.0871026,0.9955878,0.0350821,36.4014268,36.4014268
1.840000000,-0.0348995,0.0871026,0.9955878,0.0350826,36.4014346,36.4014346
1.850000000,-0.0348995,0.0871026,0.9955878,0.0350830,36.4014424,36.4014424
1.860000000,-0.0348995,0.0871026,0.9955878,0.0350835,36.4014502,36.4014502
1.870000000,-0.0348995,0.0871026,0.9955878,0.0350839,36.4014580,36.4014580
1.880000000,-0.0348995,0.0871026,0.9955878,0.0350844,36.4014658,36.4014658
1.890000000,-0.0348995,0.0871026,0.9955878,0.0350848,36.4014736,36.4014736
1.900000000,-0.0348995,0.0871026,0.9955878,0.0350853,36.4014814,36.4014814
1.910000000,-0.0348995,0.0871026,0.9955878,0.0350857,36.4014892,36.4014892
1.920000000,-0.0348995,0.0871026,0.9955878,0.0350862,36.4014970,36.4014970
1.930000000,-0.0348995,0.0871026,0.9955878,0.0350866,36.4015048,36.4015048
1.940000000,-0.0348995,0.0871026,0.9955878,0.0350871,36.4015126,36.4015126
1.950000000,-0.0348995,0.0871026,0.9955878,0.0350875,36.4015204,36.4015204
1.960000000,-0.0348995,0.0871026,0.9955878,0.0350880,36.4015282,36.4015282
1.970000000,-0.0348995,0.0871026,0.9955878,0.0350884,36.4015360,36.4015360
1.980000000,-0.0348995,0.0871026,0.9955878,0.0350888,36.4015438,36.4015438
1.990000000,-0.0348995,0.0871026,0.9955878,0.0350893,36.4015516,36.4015516
2.000000000,-0.0348995,0.0871026,0.9955878,0.0350897,36.4015594,36.4015594
2.010000000,-0.0348995,0.0871026,0.9955878,0.0350902,36.4015672,36.4015672
2.020000000,-0.0348995,0.0871026,0.9955878,0.0350906,36.4015750,36.4015750
2.030000000,-0.0348995,0.0871026,0.9955878,0.0350911,36.4015828,36.4015828
2.040000000,-0.0348995,0.0871026,0.9955878,0.0350915,36.4015906,36.4015906
2.050000000,-0.0348995,0.0871026,0.9955878,0.0350920,36.4015983,36.4015983
2.060000000,-0.0348995,0.0871026,0.9955878,0.0350924,36.4016061,36.4016061
2.070000000,-0.0348995,0.0871026,0.9955878,0.0350929,36.4016139,36.4016139
2.080000000,-0.0348995,0.0871026,0.9955878,0.0350933,36.4016217,36.4016217
2.090000000,-0.0348995,0.0871026,0.9955878,0.0350938,36.4016295,36.4016295
2.100000000,-0.0348995,0.0871026,0.9955878,0.0350942,36.4016373,36.4016373
2.110000000,-0.0348995,0.0871026,0.9955878,0.0350947,36.4016451,36.4016451
2.120000000,-0.0348995,0.0871026,0.9955878,0.0350951,36.4016529,36.4016529
2.130000000,-0.0348995,0.0871026,0.9955878,0.0350956,36.4016607,36.4016607
2.140000000,-0.0348995,0.0871026,0.9955878,0.0350960,36.4016685,36.4016685
2.150000000,-0.0348995,0.0871026,0.9955878,0.0350965,36.4016763,36.4016763
2.160000000,-0.0348995,0.0871026,0.9955878,0.0350969,36.4016841,36.4016841
2.170000000,-0.0348995,0.0871026,0.9955878,0.0350974,36.4016919,36.4016919
2.180000000,-0.0348995,0.0871026,0.9955878,0.0350978,36.4016997,36.4016997
2.190000000,-0.0348995,0.0871026,0.9955878,0.0350983,36.4017075,36.4017075
2.200000000,-0.0348995,0.0871026,0.9955878,0.0350987,36.4017153,36.4017153
2.210000000,-0.0348995,0.0871026,0.9955878,0.0350992,36.4017231,36.4017231
2.220000000,-0.0348995,0.0871026,0.9955878,0.0350996,36.4017309,36.4017309
2.230000000,-0.0348995,0.0871026,0.9955878,0.0351001,36.4017387,36.4017387
2.240000000,-0.0348995,0.0871026,0.9955878,0.0351005,36.4017465,36.4017465
2.250000000,-0.0348995,0.0871026,0.9955878,0.0351010,36.4017542,36.4017542
2.260000000,-0.0348995,0.0871026,0.9955878,0.0351014,36.4017620,36.4017620
2.270000000,-0.0348995,0.0871026,0.9955878,0.0351019,36.4017698,36.4017698
2.280000000,-0.0348995,0.0871026,0.9955878,0.0351023,36.4017776,36.4017776
2.290000000,-0.0348995,0.0871026,0.9955878,0.0351028,36.4017854,36.4017854
2.300000000,-0.0348995,0.0871026,0.9955878,0.0351032,36.4017932,36.4017932
2.310000000,-0.0348995,0.0871026,0.9955878,0.0351037,36.4018010,36.4018010
2.320000000,-0.0348995,0.0871026,0.9955878,0.0351041,36.4018088,36.4018088
2.330000000,-0.0348995,0.0871026,0.9955878,0.0351045,36.4018166,36.4018166
2.340000000,-0.0348995,0.0871026,0.9955878,0.0351050,36.4018244,36.4018244
2.350000000,-0.0348995,0.0871026,0.9955878,0.0351054,36.4018322,36.4018322
2.360000000,-0.0348995,0.0871026,0.9955878,0.0351059,36.4018400,36.4018400
2.370000000,-0.0348995,0.0871026,0.9955878,0.0351063,36.4018478,36.4018478
2.380000000,-0.0348995,0.0871026,0.9955878,0.0351068,36.4018556,36.4018556
2.390000000,-0.0348995,0.0871026,0.9955878,0.0351072,36.4018634,36.4018634
2.400000000,-0.0348995,0.0871026,0.9955878,0.0351077,36.4018712,36.4018712
2.410000000,-0.0348995,0.0871026,0.9955878,0.0351081,36.4018790,36.4018790
2.420000000,-0.0348995,0.0871026,0.9955878,0.0351086,36.4018868,36.4018868
2.430000000,-0.0348995,0.0871026,0.9955878,0.0351090,36.4018945,36.4018945
2.440000000,-0.0348995,0.0871026,0.9955878,0.0351095,36.4019023,36.4019023
2.450000000,-0.0348995,0.0871026,0.9955878,0.0351099,36.4019101,36.4019101
2.460000000,-0.0348995,0.0871026,0.9955878,0.0351104,36.4019179,36.4019179
2.470000000,-0.0348995,0.0871026,0.9955878,0.0351108,36.4019257,36.4019257
2.480000000,-0.0348995,0.0871026,0.9955878,0.0351113,36.4019335,36.4019335
2.490000000,-0.0348995,0.0871026,0.9955878,0.0351117,36.4019413,36.4019413
2.500000000,-0.0348995,0.0871026,0.9955878,0.0351122,36.4019491,36.4019491
2.510000000,-0.0348995,0.0871026,0.9955878,0.0351126,36.4019569,36.4019569
2.520000000,-0.0348995,0.0871026,0.9955878,0.0351131,36.4019647,36.4019647
2.530000000,-0.0348995,0.0871026,0.9955878,0.0351135,36.4019725,36.4019725
2.540000000,-0.0348995,0.0871026,0.9955878,0.0351140,36.4019803,36.4019803
2.550000000,-0.0348995,0.0871026,0.9955878,0.0351144,36.4019881,36.4019881
2.560000000,-0.0348995,0.0871026,0.9955878,0.0351149,36.4019959,36.4019959
2.570000000,-0.0348995,0.0871026,0.9955878,0.0351153,36.4020037,36.4020037
2.580000000,-0.0348995,0.0871026,0.9955878,0.0351158,36.4020115,36.4020115
2.590000000,-0.0348995,0.0871026,0.9955878,0.0351162,36.4020193,36.4020193
2.600000000,-0.0348995,0.0871026,0.9955878,0.0351167,36.4020270,36.4020270
2.610000000,-0.0348995,0.0871026,0.9955878,0.0351171,36.4020348,36.4020348
2.620000000,-0.0348995,0.0871026,0.9955878,0.0351176,36.4020426,36.4020426
2.630000000,-0.0348995,0.0871026,0.9955878,0.0351180,36.4020504,36.4020504
2.640000000,-0.0348995,0.0871026,0.9955878,0.0351185,36.4020582,36.4020582
2.650000000,-0.0348995,0.0871026,0.9955878,0.0351189,36.4020660,36.4020660
2.660000000,-0.0348995,0.0871026,0.9955878,0.0351193,36.4020738,36.4020738
2.670000000,-0.0348995,0.0871026,0.9955878,0.0351198,36.4020816,36.4020816
2.680000000,-0.0348995,0.0871026,0.9955878,0.0351202,36.4020894,36.4020894
2.690000000,-0.0348995,0.0871026,0.9955878,0.0351207,36.4020972,36.4020972
2.700000000,-0.0348995,0.0871026,0.9955878,0.0351211,36.4021050,36.4021050
2.710000000,-0.0348995,0.0871026,0.9955878,0.0351216,36.4021128,36.4021128
2.720000000,-0.0348995,0.0871026,0.9955878,0.0351220,36.4021206,36.4021206
2.730000000,-0.0348995,0.0871026,0.9955878,0.0351225,36.4021284,36.4021284
2.740000000,-0.0348995,0.0871026,0.9955878,0.0351229,36.4021362,36.4021362
2.750000000,-0.0348995,0.0871026,0.9955878,0.0351234,36.4021440,36.4021440
2.760000000,-0.0348995,0.0871026,0.9955878,0.0351238,36.4021517,36.4021517
2.770000000,-0.0348995,0.0871026,0.9955878,0.0351243,36.4021595,36.4021595
2.780000000,-0.0348995,0.0871026,0.9955878,0.0351247,36.4021673,36.4021673
2.790000000,-0.0348995,0.0871026,0.9955878,0.0351252,36.4021751,36.4021751
2.800000000,-0.0348995,0.0871026,0.9955878,0.0351256,36.4021829,36.4021829
2.810000000,-0.0348995,0.0871026,0.9955878,0.0351261,36.4021907,36.4021907
2.820000000,-0.0348995,0.0871026,0.9955878,0.0351265,36.4021985,36.4021985
2.830000000,-0.0348995,0.0871026,0.9955878,0.0351270,36.4022063,36.4022063
2.840000000,-0.0348995,0.0871026,0.9955878,0.0351274,36.4022141,36.4022141
2.850000000,-0.0348995,0.0871026,0.9955878,0.0351279,36.4022219,36.4022219
2.860000000,-0.0348995,0.0871026,0.9955878,0.0351283,36.4022297,36.4022297
2.870000000,-0.0348995,0.0871026,0.9955878,0.0351288,36.4022375,36.4022375
2.880000000,-0.0348995,0.0871026,0.9955878,0.0351292,36.4022453,36.4022453
2.890000000,-0.0348995,0.0871026,0.9955878,0.0351297,36.4022531,36.4022531
2.900000000,-0.0348995,0.0871026,0.9955878,0.0351301,36.4022609,36.4022609
2.910000000,-0.0348995,0.0871026,0.9955878,0.0351306,36.4022686,36.4022686
2.920000000,-0.0348995,0.0871026,0.9955878,0.0351310,36.4022764,36.4022764
2.930000000,-0.0348995,0.0871026,0.9955878,0.0351315,36.4022842,36.4022842
2.940000000,-0.0348995,0.0871026,0.9955878,0.0351319,36.4022920,36.4022920
2.950000000,-0.0348995,0.0871026,0.9955878,0.0351324,36.4022998,36.4022998
2.960000000,-0.0348995,0.0871026,0.9955878,0.0351328,36.4023076,36.4023076
2.970000000,-0.0348995,0.0871026,0.9955878,0.0351332,36.4023154,36.4023154
2.980000000,-0.0348995,0.0871026,0.9955878,0.0351337,36.4023232,36.4023232
2.990000000,-0.0348995,0.0871026,0.9955878,0.0351341,36.4023310,36.4023310
3.000000000,-0.0348995,0.0871026,0.9955878,0.0351346,36.4023388,36.4023388
3.010000000,-0.0348995,0.0871026,0.9955878,0.0351350,36.4023466,36.4023466
3.020000000,-0.0348995,0.0871026,0.9955878,0.0351355,36.4023544,36.4023544
3.030000000,-0.0348995,0.0871026,0.9955878,0.0351359,36.4023622,36.4023622
3.040000000,-0.0348995,0.0871026,0.9955878,0.0351364,36.4023699,36.4023699
3.050000000,-0.0348995,0.0871026,0.9955878,0.0351368,36.4023777,36.4023777
3.060000000,-0.0348995,0.0871026,0.9955878,0.0351373,36.4023855,36.4023855
3.070000000,-0.0348995,0.0871026,0.9955878,0.0351377,36.4023933,36.4023933
3.080000000,-0.0348995,0.0871026,0.9955878,0.0351382,36.4024011,36.4024011
3.090000000,-0.0348995,0.0871026,0.9955878,0.0351386,36.4024089,36.4024089
3.100000000,-0.0348995,0.0871026,0.9955878,0.0351391,36.4024167,36.4024167
3.110000000,-0.0348995,0.0871026,0.9955878,0.0351395,36.4024245,36.4024245
3.120000000,-0.0348995,0.0871026,0.9955878,0.0351400,36.4024323,36.4024323
3.130000000,-0.0348995,0.0871026,0.9955878,0.0351404,36.4024401,36.4024401
3.140000000,-0.0348995,0.0871026,0.9955878,0.0351409,36.4024479,36.4024479
3.150000000,-0.0348995,0.0871026,0.9955878,0.0351413,36.4024557,36.4024557
3.160000000,-0.0348995,0.0871026,0.9955878,0.0351418,36.4024635,36.4024635
3.170000000,-0.0348995,0.0871026,0.9955878,0.0351422,36.4024712,36.4024712
3.180000000,-0.0348995,0.0871026,0.9955878,0.0351427,36.4024790,36.4024790
3.190000000,-0.0348995,0.0871026,0.9955878,0.0351431,36.4024868,36.4024868
3.200000000,-0.0348995,0.0871026,0.9955878,0.0351436,36.4024946,36.4024946
3.210000000,-0.0348995,0.0871026,0.9955878,0.0351440,36.4025024,36.4025024
3.220000000,-0.0348995,0.0871026,0.9955878,0.0351445,36.4025102,36.4025102
